company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,date_basis,source,confidence,score,status,wikidata_id,wikidata_label,notes
WAVE Charging,15-Jan-2021,Merger/Acquisition,"""Salt Lake City, UT""",wave charging,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WaveForm Diabetes,30-Jan-2024,Merger/Acquisition,"""Wilsonville, OR""",waveform diabetes,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WaveOptics,21-May-2021,Merger/Acquisition,"""Oxford, United Kingdom""",waveoptics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wavy (Paris),16-May-2022,Merger/Acquisition,"""Paris, France""",wavy (paris),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Way2vat (ASX: W2V),17-Sep-2021,IPO,"""Reading, United Kingdom""",way2vat,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Waybridge,10-Mar-2023,Merger/Acquisition,"""New York, NY""",waybridge,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
WayCare,18-Aug-2021,Merger/Acquisition,"""Sherman Oaks, CA""",waycare,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wayforward,07-Jun-2021,Merger/Acquisition,"""New York, NY""",wayforward,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Waylay,01-Aug-2025,Merger/Acquisition,"""Ghent, Belgium""",waylay,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
We Are Knitters,23-Jun-2025,Merger/Acquisition,"""Madrid, Spain""",we are knitters,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wealthfront (NAS: WLTH),12-Dec-2025,IPO,"""Palo Alto, CA""",wealthfront,2008-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q18394708,Wealthfront,hq=united states; aliases=Wealthfront Corporation; desc=automated investment service firm
Wearable Technologies (UK),10-Feb-2021,Merger/Acquisition,"""Enderby, United Kingdom""",wearable technologies (uk),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wearco (WAR: ANR),08-Jan-2021,IPO,"""Kokotow, Poland""",wearco,,,Wikidata,NONE,45,NO_MATCH,Q98469263,WEARCON: wearable home monitoring in children with asthma reveals a strong association with hospital based assessment of asthma control,hq=poland; desc=scientific article published on 14 August 2020
Weav,17-Aug-2021,Merger/Acquisition,"""New York, NY""",weav,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Weave (Business/Productivity Software) (NYS: WEAV),11-Nov-2021,IPO,"""Lehi, UT""",weave (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WeaveUp,04-Mar-2022,Merger/Acquisition,"""Durham, NC""",weaveup,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Weavy AI,03-Oct-2025,Merger/Acquisition,"""Dover, DE""",weavy ai,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Webex Events,08-Jul-2021,Merger/Acquisition,"""San Jose, CA""",webex events,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
WebSell,21-Jul-2021,Merger/Acquisition,"""Cork, Ireland""",websell,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WeDo (Logistics),04-Nov-2021,Merger/Acquisition,"""Prague, Czech Republic""",wedo (logistics),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Weedmaps (NAS: MAPS),16-Jun-2021,Reverse Merger,"""Irvine, CA""",weedmaps,2008-07-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q7979324,WeedMaps,hq=united states; aliases=Weedmaps LLC|Weed Maps; desc=online legal marijuana community that allows users to review and discuss cannabis strains and local dispensaries
Weekend Health,06-Mar-2023,Merger/Acquisition,"""San Francisco, CA""",weekend health,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Weekly10,08-Aug-2023,Merger/Acquisition,"""Wrexham, United Kingdom""",weekly10,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Weights & Biases,05-May-2025,Merger/Acquisition,"""San Francisco, CA""",weights and biases,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wejo,18-Nov-2021,Reverse Merger,"""Manchester, United Kingdom""",wejo,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Welbeck Publishing Group,30-Nov-2022,Merger/Acquisition,"""London, United Kingdom""",welbeck publishing,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wellbee,19-Nov-2024,Merger/Acquisition,"""Warsaw, Poland""",wellbee,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wellnow,23-Feb-2022,Buyout/LBO,"""Berlin, Germany""",wellnow,2012-00-00,operating_founding,Wikidata,LOW,45,REVIEW,Q18389950,WellNow Urgent Care,hq=germany; aliases=Five Star Urgent Care; desc=urgent care clinic network
WellPath,23-Nov-2021,Merger/Acquisition,"""New York, NY""",wellpath,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
WellteQ Digital Health,23-Mar-2021,Reverse Merger,"""Vancouver, Canada""",wellteq digital health,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wematter,01-Jul-2023,Merger/Acquisition,"""Link�ping, Sweden""",wematter,2014,operating_founding,Wikidata,LOW,45,REVIEW,Q61932365,Wematter (Sweden),"hq=sweden; desc=company in Linköping, Sweden"
Werewolf Therapeutics (NAS: HOWL),30-Apr-2021,IPO,"""Cambridge, MA""",werewolf therapeutics,2017,operating_founding,Wikidata,MEDIUM,65,REVIEW,Q138654930,Werewolf Therapeutics (United States),"hq=united states; aliases=Werewolf Therapeutics|Werewolf Therapeutics Inc; desc=company in Watertown, United States"
WeTek Solu��es Tecnol�gicas,30-Nov-2021,Merger/Acquisition,"""Porto, Portugal""",wetek solu��es tecnol�gicas,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WhatsMiner,27-Jan-2021,Merger/Acquisition,"""Hollywood, FL""",whatsminer,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wheels,18-Nov-2022,Merger/Acquisition,"""Los Angeles, CA""",wheels,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wheels Up Experience (NYS: UP),14-Jul-2021,Reverse Merger,"""New York, NY""",wheels up experience,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Whiteboard.fi,23-Feb-2021,Merger/Acquisition,"""Karjaa, Finland""",whiteboardfi,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Whitehawk Therapeutics (NAS: WHWK),26-Aug-2021,Reverse Merger,"""Morristown, NJ""",whitehawk therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WhoCanFixMyCar,10-May-2023,Merger/Acquisition,"""London, United Kingdom""",whocanfixmycar,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Whow Games,09-Jul-2025,Merger/Acquisition,"""Hamburg, Germany""",whow games,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Whyline,29-Dec-2021,Merger/Acquisition,"""New York, NY""",whyline,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wiener Games Studio,16-Sep-2021,Merger/Acquisition,"""Sofia, Bulgaria""",wiener games studio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wikium,01-Jan-2021,Merger/Acquisition,"""Moscow, Russia""",wikium,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wild (Personal Products),01-Apr-2025,Merger/Acquisition,"""London, United Kingdom""",wild (personal products),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WildWorks,30-Aug-2022,Merger/Acquisition,"""Salt Lake City, UT""",wildworks,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Winc,11-Nov-2021,IPO,"""Napa, CA""",winc,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Windular Research and Technologies,25-Aug-2021,Merger/Acquisition,"""Chelmsford, Canada""",windular research and technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WinterLight Labs,10-Jan-2023,Merger/Acquisition,"""Toronto, Canada""",winterlight labs,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wisely (Business/Productivity Software),04-Nov-2021,Merger/Acquisition,"""New York, NY""",wisely (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wisetek,20-Sep-2024,Merger/Acquisition,"""Cork, Ireland""",wisetek,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wisp (Pharmaceuticals),01-Oct-2021,Merger/Acquisition,"""San Francisco, CA""",wisp (pharmaceuticals),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
WiteSand,14-Feb-2022,Merger/Acquisition,"""San Jose, CA""",witesand,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
With Clarity,22-Feb-2022,Merger/Acquisition,"""Long Island City, NY""",with clarity,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Within,30-Oct-2021,Merger/Acquisition,"""Los Angeles, CA""",within,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Within/Without,15-Jul-2021,Merger/Acquisition,"""Chicago, IL""",within/without,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Wizeline,20-Sep-2021,Buyout/LBO,"""San Francisco, CA""",wizeline,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wiztivi,12-Dec-2022,Merger/Acquisition,"""Carquefou, France""",wiztivi,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Wolt,31-May-2022,Merger/Acquisition,"""Helsinki, Finland""",wolt,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Wonder Dynamics,20-May-2024,Merger/Acquisition,"""Los Angeles, CA""",wonder dynamics,2016-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q124623883,Wonder Dynamics,hq=united states; desc=American VFX company
Wonder Media Network,02-Jan-2025,Merger/Acquisition,"""New York, NY""",wonder media network,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Woodpecker.co (WAR: WPR),14-Sep-2021,IPO,"""Wroclaw, Poland""",woodpeckerco,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Workvivo,21-Apr-2023,Merger/Acquisition,"""Cork, Ireland""",workvivo,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
World Chess (LON: CHSS),06-Apr-2023,IPO,"""London, United Kingdom""",world chess,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Worldcoo,14-Mar-2023,Merger/Acquisition,"""Barcelona, Spain""",worldcoo,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Writefull,01-Oct-2023,Merger/Acquisition,"""London, United Kingdom""",writefull,,,Wikidata,NONE,70,NO_MATCH,Q59771338,Writefull,hq=united kingdom; desc=academic language feedback tool
Wurl,01-Apr-2022,Merger/Acquisition,"""Palo Alto, CA""",wurl,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
X1 Card,22-Jun-2023,Merger/Acquisition,"""San Francisco, CA""",x1 card,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
xAI,02-Feb-2026,Merger/Acquisition,"""Palo Alto, CA""",xai,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Xandr,06-Jun-2022,Merger/Acquisition,"""New York, NY""",xandr,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
XCharge (NAS: XCH),10-Sep-2024,IPO,"""Hamburg, Germany""",xcharge,2022-09-20,operating_founding,Wikidata,LOW,45,REVIEW,Q131640717,Xcharge Europe Gmbh,hq=germany
Xcite,03-Jun-2021,Merger/Acquisition,"""Austin, TX""",xcite,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
XConn Technologies,06-Jan-2026,Merger/Acquisition,"""San Jose, CA""",xconn technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
XG Sciences,24-Aug-2022,Merger/Acquisition,"""Lansing, MI""",xg sciences,2006,operating_founding,Wikidata,LOW,45,REVIEW,Q30267634,XG Sciences (United States),"hq=united states; desc=company in Lansing, United States"
Xilio Therapeutics (NAS: XLO),22-Oct-2021,IPO,"""Waltham, MA""",xilio therapeutics,2015,operating_founding,Wikidata,LOW,45,REVIEW,Q100956165,Xilio Therapeutics (United States),hq=united states; aliases=Akrevia Therapeutics; desc=organization
XinThera,09-May-2023,Merger/Acquisition,"""San Diego, CA""",xinthera,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Xinvento,27-Feb-2023,Merger/Acquisition,"""Amsterdam, Netherlands""",xinvento,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Xometry (NAS: XMTR),30-Jun-2021,IPO,"""Bethesda, MD""",xometry,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
XponentL Data,05-Jun-2025,Merger/Acquisition,"""Philadelphia, PA""",xponentl data,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
XQS,31-May-2023,Merger/Acquisition,"""Borlange, Sweden""",xqs,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Xtelligent Healthcare Media,01-Jul-2021,Merger/Acquisition,"""Danvers, MA""",xtelligent healthcare media,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
XtraCHEF by Toast,08-Jun-2021,Merger/Acquisition,"""New York, NY""",xtrachef by toast,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yagaan,05-Oct-2022,Merger/Acquisition,"""Cesson Sevigne, France""",yagaan,,,Wikidata,NONE,45,NO_MATCH,Q27702960,Yagaan Tolgoy,hq=france; desc=mountain in Mongolia
Yagla,23-Dec-2022,Merger/Acquisition,"""Perm, Russia""",yagla,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Yardbarker,26-Jul-2021,Merger/Acquisition,"""Burlingame, CA""",yardbarker,2006-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q8049272,Yardbarker,hq=united states; aliases=yardbarker.com|yardbarker; desc=American sports news website
Yardbird,04-Nov-2021,Merger/Acquisition,"""Minneapolis, MN""",yardbird,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Year & Day,26-Feb-2021,Merger/Acquisition,"""San Francisco, CA""",year and day,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yeebet Gaming,19-May-2025,Merger/Acquisition,"""Riga, Latvia""",yeebet gaming,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yellow Jersey Therapeutics,11-Jul-2024,Merger/Acquisition,"""Z�rich, Switzerland""",yellow jersey therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
YesIndeed,17-Jun-2021,Merger/Acquisition,"""Warsaw, Poland""",yesindeed,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
YFood,01-Mar-2023,Merger/Acquisition,"""Munich, Germany""",yfood,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Yodel (Logistics),17-Apr-2025,Merger/Acquisition,"""Liverpool, United Kingdom""",yodel (logistics),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
YoFiit,09-Feb-2022,Merger/Acquisition,"""Vaughan, Canada""",yofiit,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yolife,09-Jul-2021,Merger/Acquisition,"""Berlin, Germany""",yolife,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yolo Group (MIL: YOLO),05-Aug-2022,IPO,"""Milan, Italy""",yolo,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Yoox Net-a-Porter Group,23-Apr-2025,Merger/Acquisition,"""Milan, Italy""",yoox net-a-porter,2000-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q4022139,Yoox Net-a-Porter Group,hq=italy; aliases=YOOX Net-a-Porter Group S.p.A.|YNAP; desc=Italian online fashion retailer
YouAppi,01-Jun-2023,Merger/Acquisition,"""Palo Alto, CA""",youappi,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Your Super,13-Oct-2022,Merger/Acquisition,"""Santa Monica, CA""",your super,,,Wikidata,NONE,45,NO_MATCH,Q123692825,"Your Super Bowl Party at United States Army Garrison-Humphreys (Feb 5, 2018)",hq=united states
YoYo Games,11-Jan-2021,Merger/Acquisition,"""Dundee, United Kingdom""",yoyo games,2007-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q16255869,YoYo Games,hq=united kingdom; desc=software and video game publishing company
Yubico (STO: YUBICO),20-Sep-2023,Reverse Merger,"""Stockholm, Sweden""",yubico,2007-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q61453272,Yubico,hq=sweden; aliases=Yubico AB; desc=Swedish manufacturer of hardware authentication devices
Zaarly,21-May-2021,Merger/Acquisition,"""Kansas City, MO""",zaarly,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zacapa Resources,26-Jan-2022,IPO,"""Vancouver, Canada""",zacapa resources,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zapata Quantum,28-Mar-2024,Reverse Merger,"""Boston, MA""",zapata quantum,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Zava,10-Jun-2025,Merger/Acquisition,"""London, United Kingdom""",zava,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Zavvy,12-Feb-2024,Merger/Acquisition,"""Munich, Germany""",zavvy,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ZebiAI,22-Apr-2021,Merger/Acquisition,"""Chestnut Hill, MA""",zebiai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ZecOps,16-Nov-2022,Merger/Acquisition,"""San Francisco, CA""",zecops,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zefiro Methane (NEOE: ZEFI),23-Apr-2024,IPO,"""Vancouver, Canada""",zefiro methane,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zelta,31-Jul-2024,Merger/Acquisition,"""New York, NY""",zelta,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Zenas BioPharma (NAS: ZBIO),13-Sep-2024,IPO,"""Waltham, MA""",zenas biopharma,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zendoc,22-Nov-2022,Merger/Acquisition,"""Seattle, WA""",zendoc,,,Wikidata,NONE,45,NO_MATCH,Q5527133,Gates of Zendocon,hq=united states; desc=1989 video game
Zennar,07-Feb-2024,Merger/Acquisition,"""London, United Kingdom""",zennar,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ZenSports,26-Aug-2022,Merger/Acquisition,"""San Francisco, CA""",zensports,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zephr (Business/Productivity Software),02-Sep-2022,Merger/Acquisition,"""London, United Kingdom""",zephr (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ZeroStack ( Distributors/Wholesale) (NAS: ZSTK),11-May-2021,IPO,"""Fort Lauderdale, FL""",zerostack ( distributors/wholesale),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zesec of Sweden,28-May-2021,IPO,"""Gothenburg, Sweden""",zesec of sweden,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zesty Paws,04-Oct-2021,Merger/Acquisition,"""Orlando, FL""",zesty paws,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Zezam,02-Jun-2023,Merger/Acquisition,"""Munich, Germany""",zezam,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
ZigZag Global,19-Mar-2021,Merger/Acquisition,"""London, United Kingdom""",zigzag global,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ZIIP,27-Apr-2022,Merger/Acquisition,"""Oakland, CA""",ziip,,,Wikidata,NONE,70,NO_MATCH,Q136167,zIIP,hq=united states; aliases=System z Integrated Information Processor; desc=special purpose processor
Zikani Therapeutics,01-Apr-2021,Merger/Acquisition,"""Watertown, MA""",zikani therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zilla Security,12-Feb-2025,Merger/Acquisition,"""Boston, MA""",zilla security,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zimit,28-Sep-2021,Merger/Acquisition,"""Deerfield Beach, FL""",zimit,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Zipwhip,14-Jul-2021,Merger/Acquisition,"""Seattle, WA""",zipwhip,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Ziva Dynamics,10-Dec-2021,Merger/Acquisition,"""Vancouver, Canada""",ziva dynamics,,,Wikidata,NONE,70,NO_MATCH,Q122460474,Ziva Dynamics,hq=canada
Zodiac Gold (TSX: ZAU),19-Jan-2024,Reverse Merger,"""Vancouver, Canada""",zodiac gold,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zogenix,07-Mar-2022,Merger/Acquisition,"""Emeryville, CA""",zogenix,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Zomagen Biosciences,09-Mar-2021,Merger/Acquisition,"""London, United Kingdom""",zomagen biosciences,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zonehaven,07-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",zonehaven,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Zoocasa,01-Jul-2022,Merger/Acquisition,"""Toronto, Canada""",zoocasa,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Zoomin (Business/Productivity Software),01-Nov-2024,Merger/Acquisition,"""New York, NY""",zoomin (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zosano Pharma,25-Aug-2022,Merger/Acquisition,"""Fremont, CA""",zosano pharma,,,Wikidata,NONE,45,NO_MATCH,Q112065927,Zosano Pharma Parathyroid Hormone,hq=united states; aliases=ZP-PTH; desc=pharmaceutical product
Zpredicta,24-Nov-2021,Merger/Acquisition,"""San Jose, CA""",zpredicta,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zuberance,01-Dec-2023,Merger/Acquisition,"""Burlingame, CA""",zuberance,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zura Bio (NAS: ZURA),21-Mar-2023,Reverse Merger,"""Henderson, NV""",zura bio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zymergen,22-Apr-2021,IPO,"""Emeryville, CA""",zymergen,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ZyM_t Fertility,10-Jun-2024,Merger/Acquisition,"""Gaithersburg, MD""",zym_t fertility,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Zynerba Pharmaceuticals,10-Oct-2023,Merger/Acquisition,"""Plymouth, PA""",zynerba pharmaceuticals,2014,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q30283745,Zynerba Pharmaceuticals,"hq=united states; desc=company in Radnor, United States"
ZypTV,05-Feb-2021,Merger/Acquisition,"""San Francisco, CA""",zyptv,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ZyVersa Therapeutics (PINX: ZVSA),12-Dec-2022,Reverse Merger,"""Weston, FL""",zyversa therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
