company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Faromatics,10-Sep-2021,Merger/Acquisition,"""Vilanova I La Geltru, Spain""",faromatics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fastback Networks,29-Jan-2021,Merger/Acquisition,"""Boulder, CO""",fastback networks,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FasterLines,08-Sep-2021,Merger/Acquisition,"""Warrenton, NC""",fasterlines,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FastPay,12-Jul-2021,Merger/Acquisition,"""Los Angeles, CA""",fastpay,,Wikidata,NONE,70,NO_MATCH,Q110583280,FastPay,"hq=united states; desc=Payment centers, operating in Bulgaria"
Fat Llama,15-Aug-2022,Merger/Acquisition,"""London, United Kingdom""",fat llama,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FaZe Clan,19-Jul-2022,Reverse Merger,"""Los Angeles, CA""",faze clan,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q21161576|Q109501268.json
Faze Media,16-Jan-2025,Buyout/LBO,"""Frisco, TX""",faze media,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Feather Pay,01-Jan-2024,Merger/Acquisition,"""Atlanta, GA""",feather pay,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Featurespace,19-Dec-2024,Merger/Acquisition,"""Cambridge, United Kingdom""",featurespace,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FeedBackNow,01-Aug-2024,Merger/Acquisition,"""New York, NY""",feedbacknow,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Femasys (NAS: FEMY),18-Jun-2021,IPO,"""Suwanee, GA""",femasys,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FemtoTools,28-Jun-2024,Merger/Acquisition,"""Zurich, Switzerland""",femtotools,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FEops,18-Jul-2024,Merger/Acquisition,"""Gent, Belgium""",feops,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fermi (REIT) (NAS: FRMI),01-Oct-2025,IPO,"""Amarillo, TX""",fermi (reit),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fetch Robotics,09-Aug-2021,Merger/Acquisition,"""San Jose, CA""",fetch robotics,,Wikidata,NONE,70,NO_MATCH,Q53308692,"Fetch Robotics, Inc.",hq=united states
Fexy,11-Jan-2023,Merger/Acquisition,"""Seattle, WA""",fexy,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fidcar,03-Dec-2021,Merger/Acquisition,"""Paris, France""",fidcar,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Field of View,14-Nov-2022,Merger/Acquisition,"""Fargo, ND""",field of view,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q1057751|Q1076893|Q95815741|Q64526304|Q884012.json
FieldWire,19-Nov-2021,Merger/Acquisition,"""San Francisco, CA""",fieldwire,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fifax,25-Oct-2021,IPO,"""Eckero, Finland""",fifax,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q126041352|Q126372952.json
FIGR (Consumer Non-Durables),28-Jun-2021,Merger/Acquisition,"""Charlottetown, Canada""",figr (consumer non-durables),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FIGS (NYS: FIGS),27-May-2021,IPO,"""Santa Monica, CA""",figs,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q59798|Q55611365|Q51473474|Q17013516|Q36146.json
Figure Technology Solutions (NAS: FIGR),11-Sep-2025,IPO,"""Charlotte, NC""",figure technology solutions,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fiinu (LON: BANK),08-Jul-2022,Reverse Merger,"""Weybridge, United Kingdom""",fiinu,,Wikidata,NONE,45,NO_MATCH,Q85981987,Fiinu Autio,hq=united kingdom; desc=Finnish costume designer
Fill Up Media (PAR: ALFUM),29-Jun-2022,IPO,"""Lyon, France""",fill up media,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
