company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Accusonus,10-Feb-2022,Merger/Acquisition,"""Lexington, MA""",accusonus,,Wikidata,NONE,90,NO_MATCH,Q48967121,Accusonus,"hq=united states; aliases=Accusonus, Inc; desc=Greek technology company"
ACEA Therapeutics,01-Jun-2021,Merger/Acquisition,"""San Diego, CA""",acea therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Acelyrin,05-May-2023,IPO,"""Agoura Hills, CA""",acelyrin,,Wikidata,NONE,70,NO_MATCH,Q134522677,Acelyrin,hq=united states; desc=biopharmaceutical company
Acenta,24-Jan-2025,Reverse Merger,"""Stockholm, Sweden""",acenta,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q134464185|Q136351915.json
Acera Surgical,23-Dec-2025,Merger/Acquisition,"""Saint Louis, MO""",acera surgical,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aceyus,14-Aug-2023,Merger/Acquisition,"""Charlotte, NC""",aceyus,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Achilles Therapeutics (DUS: 698),31-Mar-2021,IPO,"""London, United Kingdom""",achilles therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aclarion (NAS: ACON),25-Apr-2022,IPO,"""Broomfield, CO""",aclarion,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Acregreen,01-Apr-2023,Merger/Acquisition,"""Tipperary, Ireland""",acregreen,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Acrivon Therapeutics (NAS: ACRV),15-Nov-2022,IPO,"""Watertown, MA""",acrivon therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Acticor Biotech,01-Nov-2021,IPO,"""Paris, France""",acticor biotech,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Action Face,04-Jun-2024,Merger/Acquisition,"""Berkeley, CA""",action face,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Action Network (Information Services (B2C)),28-May-2021,Merger/Acquisition,"""New York, NY""",action network (information services (b2c)),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ActiveQuote,08-Aug-2024,Merger/Acquisition,"""Cardiff, United Kingdom""",activequote,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Actuate Therapeutics (NAS: ACTU),12-Aug-2024,IPO,"""Fort Worth, TX""",actuate therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
AcuFocus,17-Jan-2023,Merger/Acquisition,"""Irvine, CA""",acufocus,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q104479894|Q35999779.json
Acurx Pharmaceuticals (NAS: ACXP),25-Jun-2021,IPO,"""Staten Island, NY""",acurx pharmaceuticals,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Acutrace,28-Mar-2023,Merger/Acquisition,"""Dublin, Ireland""",acutrace,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ACV Auctions (NYS: ACVA),24-Mar-2021,IPO,"""Buffalo, NY""",acv auctions,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Adagio Medical (NAS: ADGM),31-Jul-2024,Reverse Merger,"""Laguna Hills, CA""",adagio medical,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
