company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Hexicon (STO: HEXI),22-Jun-2021,IPO,"""Stockholm, Sweden""",hexicon,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q61932120|Q110670868|Q30577887.json
Heyday (Canada),03-Aug-2021,Merger/Acquisition,"""Montreal, Canada""",heyday (canada),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Heyday Integrated Circuits,01-Sep-2022,Merger/Acquisition,"""Grasse, France""",heyday integrated circuits,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HI-Bio,02-Jul-2024,Merger/Acquisition,"""South San Francisco, CA""",hi-bio,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hi55 Ventures,18-Nov-2022,Reverse Merger,"""Milton Keynes, United Kingdom""",hi55 ventures,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hidden Road,24-Oct-2025,Merger/Acquisition,"""New York, NY""",hidden road,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q109456368|Q133814921.json
High Roller Technologies (ASE: ROLR),23-Oct-2024,IPO,"""Las Vegas, NV""",high roller technologies,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HigherMe,10-Jun-2021,Buyout/LBO,"""Covina, CA""",higherme,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HighGold Mining,10-Jul-2024,Merger/Acquisition,"""Vancouver, Canada""",highgold mining,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Highsnobiety,01-Jul-2022,Merger/Acquisition,"""Berlin, Germany""",highsnobiety,2005-00-00,Wikidata,MEDIUM,70,REVIEW,Q39047811,Highsnobiety,hq=germany; desc=online music magazine
Higi (Decision/Risk Analysis),31-Dec-2021,Merger/Acquisition,"""Chicago, IL""",higi (decision/risk analysis),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HilleVax,29-Apr-2022,IPO,"""Boston, MA""",hillevax,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hinge Health (NYS: HNGE),22-May-2025,IPO,"""San Francisco, CA""",hinge health,2016,Wikidata,MEDIUM,70,REVIEW,Q41568671,Hinge Health,"hq=united states; desc=healthcare organization in San Francisco, United States"
Hitch (Business/Productivity Software),15-Jun-2022,Merger/Acquisition,"""Seattle, WA""",hitch (business/productivity software),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hivestack,11-Dec-2023,Merger/Acquisition,"""Montreal, Canada""",hivestack,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HLA Data Systems,01-Jan-2023,Merger/Acquisition,"""Houston, TX""",hla data systems,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hoi Publishing (NGM: IMHO B),08-Jul-2022,IPO,"""Stockholm, Sweden""",hoi publishing,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HoloBuilder,04-Jun-2021,Merger/Acquisition,"""Lake Mary, FL""",holobuilder,,Wikidata,NONE,90,NO_MATCH,Q28130316,Holobuilder,"hq=united states; aliases=Holobuilder, INC.; desc=technology company"
Holoplot,25-Apr-2024,Merger/Acquisition,"""Berlin, Germany""",holoplot,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Home24,31-Dec-2022,Merger/Acquisition,"""Berlin, Germany""",home24,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q17322325|Q100926995.json
HomeToGo (FRA: HTG),21-Sep-2021,Reverse Merger,"""Berlin, Germany""",hometogo,2014-00-00,Wikidata,MEDIUM,70,REVIEW,Q108650452,HomeToGo,hq=germany; aliases=HTG; desc=online marketplace for vacation rentals
Homology Medicines,25-Mar-2024,Merger/Acquisition,"""Bedford, MA""",homology medicines,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Honest Day's Work,03-Jul-2023,Merger/Acquisition,"""Los Angeles, CA""",honest days work,,Wikidata,NONE,70,NO_MATCH,Q109039431,Honest Day's Work,hq=united states
Honest Health (Other Healthcare Services),30-Jun-2021,Merger/Acquisition,"""London, United Kingdom""",honest health (other healthcare services),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Horizon Aircraft (NAS: HOVR),28-May-2021,Merger/Acquisition,"""Lindsay, Canada""",horizon aircraft,,Wikidata,NONE,70,NO_MATCH,Q136684178,Horizon Aircraft,hq=canada; desc=Canadian aerospace company
Horizon Therapeutics,06-Oct-2023,Merger/Acquisition,"""Dublin, Ireland""",horizon therapeutics,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q16844753|Q132101600.json
Hostelt�ctil,06-Mar-2024,Merger/Acquisition,"""Valencia, Spain""",hostelt�ctil,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
"""Hotshot (Movies, Music and Entertainment)""",14-Mar-2025,Merger/Acquisition,"""San Francisco, CA""",hotshot (movies music and entertainment),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
HotSpot,01-Jun-2022,Merger/Acquisition,"""Fredericton, Canada""",hotspot,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q105131|Q334765|Q80436015|Q1519436|Q633804.json
Hovding Sverige,13-May-2022,Merger/Acquisition,"""Malmo, Sweden""",hovding sverige,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Hoxton Spirits,28-May-2025,Merger/Acquisition,"""London, United Kingdom""",hoxton spirits,2023-01-15,Wikidata,LOW,45,REVIEW,Q132055350,Hoxton Spirits Operations Limited,hq=united kingdom
