company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Cernostics,03-Dec-2021,Merger/Acquisition,"""Pittsburgh, PA""",cernostics,2008,Wikidata,LOW,45,REVIEW,Q30265420,Cernostics (United States),"hq=united states; desc=company in Pittsburgh, United States"
CERo Therapeutics Holdings (PINX: CERO),07-Jun-2023,Reverse Merger,"""South San Francisco, CA""",cero therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
CertEurope,03-Nov-2021,Merger/Acquisition,"""Paris, France""",certeurope,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Cerus Endovascular,01-May-2023,Merger/Acquisition,"""Oxford, United Kingdom""",cerus endovascular,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
CervoMed (NAS: CRVO),16-Aug-2023,Reverse Merger,"""Boston, MA""",cervomed,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
CF Intercity (MAD: CITY),29-Oct-2021,IPO,"""Alicante, Spain""",cf intercity,2017-00-00,Wikidata,MEDIUM,70,REVIEW,Q78345783,CF Intercity,hq=spain; aliases=Club de Fútbol Intercity|Club de Futbol Intercity|Intercity; desc=Spanish football club
CG Oncology (NAS: CGON),25-Jan-2024,IPO,"""Irvine, CA""",cg oncology,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Chaikin Analytics,21-Jan-2021,Merger/Acquisition,"""Radnor, PA""",chaikin analytics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Chain Bridge I (PINX: CBRRF),10-Nov-2021,IPO,"""Dover, DE""",chain bridge i,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q111903601|Q112028998|Q115599703|Q112034339|Q112035560.json
Chainge (Logistics),18-Jul-2024,Merger/Acquisition,"""Frederiksberg, Denmark""",chainge (logistics),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Chairish,04-Aug-2025,Merger/Acquisition,"""San Francisco, CA""",chairish,2013-00-00,Wikidata,MEDIUM,70,REVIEW,Q18216788,Chairish,hq=united states; aliases=pamono; desc=company
