company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Adyoulike,11-Apr-2022,Merger/Acquisition,France,adyoulike,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aelis Farma (PAR: AELIS),18-Feb-2022,IPO,"""Bordeaux, France""",aelis farma,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
AeoniQ,21-Jul-2025,Merger/Acquisition,"""Schlieren, Switzerland""",aeoniq,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aeris (Household Appliances),15-Nov-2021,Merger/Acquisition,"""Cham, Switzerland""",aeris (household appliances),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aerodome,16-Oct-2024,Merger/Acquisition,"""New York, NY""",aerodome,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q42658254|Q132001280.json
Aerostrat,12-Aug-2025,Merger/Acquisition,"""Seattle, WA""",aerostrat,2012-11,Wikidata,LOW,45,REVIEW,Q131800264,Aerostrat Composite,hq=united states
Aerovate Therapeutics,30-Jun-2021,IPO,"""Waltham, MA""",aerovate therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Aeva Technologies (NAS: AEVA),11-Mar-2021,Reverse Merger,"""Mountain View, CA""",aeva technologies,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
AEye (NAS: LIDR),18-Aug-2021,Reverse Merger,"""Pleasanton, CA""",aeye,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q126056485|Q133877657|Q158450|Q115341172.json
Affectiva,23-Jun-2021,Merger/Acquisition,"""Boston, MA""",affectiva,2009-00-00,Wikidata,MEDIUM,70,REVIEW,Q4688886,Affectiva,hq=united states; aliases=affectiva.com; desc=American emotion measurement technology company
Affera,30-Aug-2022,Merger/Acquisition,"""Newton, MA""",affera,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Affinio,01-Nov-2021,Merger/Acquisition,"""Halifax, Canada""",affinio,2005,Wikidata,LOW,45,REVIEW,Q4688958,Affinion Group,hq=canada; desc=American corporation
Affinivax,15-Aug-2022,Merger/Acquisition,"""Cambridge, MA""",affinivax,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
