company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Gojob,02-Oct-2025,Merger/Acquisition,"""Aix-en-Provence, France""",gojob,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q532387|Q48989882|Q11488892|Q134405391.json
Gold Flora (PINX: GRAM),09-Jul-2023,Reverse Merger,"""Costa Mesa, CA""",gold flora,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Good Chemistry,05-Jan-2024,Merger/Acquisition,"""Vancouver, Canada""",good chemistry,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q113578741|Q131549838|Q24807226|Q70232294|Q127825457.json
Good Life+,30-Nov-2023,Reverse Merger,"""London, United Kingdom""",good life+,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Good Shepherd Entertainment,07-Jan-2021,Merger/Acquisition,"""The Hague, Netherlands""",good shepherd entertainment,2011,Wikidata,MEDIUM,70,REVIEW,Q5519649,Good Shepherd Entertainment,hq=netherlands; aliases=Gambitious BV|Gambitious Digital Entertainment; desc=Dutch video game publisher
Good Therapeutics,18-Aug-2022,Merger/Acquisition,"""Seattle, WA""",good therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GoodPup,15-Jun-2022,Merger/Acquisition,"""Canton, MA""",goodpup,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GoParrot,18-May-2022,Merger/Acquisition,"""New York, NY""",goparrot,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GoPuls,12-Apr-2022,Merger/Acquisition,"""Berlin, Germany""",gopuls,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Gordon Murray Automotive,17-Dec-2025,Merger/Acquisition,"""Windlesham, United Kingdom""",gordon murray automotive,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q65129456|Q136004319|Q65129453|Q110732836|Q136004271.json
Gorilla Technology Group (NAS: GRRR),14-Jul-2022,Reverse Merger,"""London, United Kingdom""",gorilla technology,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Gorillas,09-Dec-2022,Merger/Acquisition,"""Berlin, Germany""",gorillas,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q613486|Q106866916|Q36611|Q1012216|Q3232990.json
GQ Bio Therapeutics,27-Feb-2025,Merger/Acquisition,"""Hamburg, Germany""",gq bio therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Grab2Go (TAL: GRB2G),13-Jun-2023,IPO,"""Tallinn, Estonia""",grab2go,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GradFin,02-May-2022,Merger/Acquisition,"""Philadelphia, PA""",gradfin,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GRAIL (NAS: GRAL),18-Aug-2021,Merger/Acquisition,"""Menlo Park, CA""",grail,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q116681|Q160810|Q18046187|Q1341122|Q18262140.json
Grainite,27-Sep-2023,Merger/Acquisition,"""Santa Clara, CA""",grainite,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Grand-Attic,01-Dec-2021,Merger/Acquisition,"""London, United Kingdom""",grand-attic,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Grandata,31-Oct-2024,Merger/Acquisition,"""San Mateo, CA""",grandata,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q106485350|Q29100798.json
Graphcore,11-Jul-2024,Merger/Acquisition,"""Bristol, United Kingdom""",graphcore,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q38251361|Q114712818.json
Graphite Bio,25-Jun-2021,IPO,"""South San Francisco, CA""",graphite bio,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Gravite (Media and Information Services (B2B)),24-Feb-2022,Merger/Acquisition,"""Hamburg, Germany""",gravite (media and information services (b2b)),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Green Highland Renewables,19-Jan-2022,Merger/Acquisition,"""Perth, United Kingdom""",green highland renewables,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Green Innovation (Alternative Energy Equipment) (XBUL: HYD1),24-Jun-2025,IPO,"""Sofia, Bulgaria""",green innovation (alternative energy equipment),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Green Leaf Medical,11-Jun-2021,Merger/Acquisition,"""Frederick, MD""",green leaf medical,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Green Motion,22-Mar-2021,Merger/Acquisition,"""Le Mont-sur-Lausanne, Switzerland""",green motion,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q86664476|Q65315691.json
Green Streams,24-Apr-2025,Merger/Acquisition,"""Riol, Germany""",green streams,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Greenbacker Capital Management,23-May-2022,Merger/Acquisition,"""New York, NY""",greenbacker capital management,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Greenbids,13-May-2025,Merger/Acquisition,"""Paris, France""",greenbids,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GreenCom Networks,10-Oct-2022,Merger/Acquisition,"""Munich, Germany""",greencom networks,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
GreenMerc Finance,31-Mar-2025,Merger/Acquisition,"""Stockholm, Sweden""",greenmerc finance,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Greenscreens.ai,08-May-2025,Merger/Acquisition,"""Fort Pierce, FL""",greenscreensai,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Gretel,19-Mar-2025,Merger/Acquisition,"""San Diego, CA""",gretel,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q1473690|Q59166737|Q55002530|Q108529145|Q106467191.json
Grid Finder,22-Dec-2023,Merger/Acquisition,"""Newcastle Upon Tyne, United Kingdom""",grid finder,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
