company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Flowcup,24-Jan-2023,Merger/Acquisition,"""Lund, Sweden""",flowcup,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fluent BioSciences,09-Jul-2024,Merger/Acquisition,"""Watertown, MA""",fluent biosciences,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fluid truck,18-Dec-2024,Merger/Acquisition,"""Westminster, CO""",fluid truck,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fluoptics,01-Jul-2022,Merger/Acquisition,"""Grenoble, France""",fluoptics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Flywire (NAS: FLYW),26-May-2021,IPO,"""Boston, MA""",flywire,2009-07-31,Wikidata,MEDIUM,70,REVIEW,Q97498233,Flywire,hq=united states; desc=fintech company
Flyy (Application Software),08-Sep-2022,Merger/Acquisition,"""Wilmington, DE""",flyy (application software),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Focus Impact BH3 Acquisition,05-Oct-2021,IPO,"""New York, NY""",focus impact bh3 acquisition,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Focus-X Therapeutics,05-Dec-2022,Merger/Acquisition,"""Watchung, NJ""",focus-x therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Focusly,03-Nov-2021,Merger/Acquisition,"""Warsaw, Poland""",focusly,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fold (NAS: FLD),14-Feb-2025,Reverse Merger,"""Phoenix, AZ""",fold,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q81659|Q122342375|Q1006144|Q17232201|Q21482897.json
Folsom Labs,09-Aug-2021,Merger/Acquisition,"""San Francisco, CA""",folsom labs,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Fon,23-Feb-2021,Merger/Acquisition,"""Bilbao, Spain""",fon,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q182872|Q193899|Q9257418|Q269166|Q3052382.json
Foodiq,05-Jan-2024,Merger/Acquisition,"""J�rvenp��, Finland""",foodiq,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Footshop (PRA: WSO),23-Jun-2023,Reverse Merger,"""Prague, Czech Republic""",footshop,2012-04-02,Wikidata,MEDIUM,70,REVIEW,Q67815209,Footshop,hq=czech republic; desc=Czech company
Forendo Pharma,13-Dec-2021,Merger/Acquisition,"""Turku, Finland""",forendo pharma,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Foreseeti,07-Mar-2022,Merger/Acquisition,"""Stockholm, Sweden""",foreseeti,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Foresight Diagnostics,05-Dec-2025,Merger/Acquisition,"""Boulder, CO""",foresight diagnostics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Forge Biologics,21-Dec-2023,Merger/Acquisition,"""Grove City, OH""",forge biologics,,Wikidata,NONE,70,NO_MATCH,Q130228894,Forge Biologics,hq=united states
Forge Global Holdings (NYS: FRGE),22-Mar-2022,Reverse Merger,"""San Francisco, CA""",forge global,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
FORME Life (NAS: TRNR),01-May-2023,IPO,"""Austin, TX""",forme life,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
