company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
Dalata Hotel Group,07-Nov-2025,Merger/Acquisition,"""Dublin, Ireland""",dalata hotel,,Wikidata,NONE,70,NO_MATCH,Q48839972,Dalata Hotel Group,"hq=ireland; desc=large hotel operator in Ireland, and the UK"
Damon Motorcycles,14-Nov-2024,Merger/Acquisition,"""Vancouver, Canada""",damon motorcycles,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dan.com,01-Jul-2022,Merger/Acquisition,"""Amsterdam, Netherlands""",dancom,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dark Blue Therapeutics,06-Jan-2026,Merger/Acquisition,"""Oxford, United Kingdom""",dark blue therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dark Heart Nursery,17-Jan-2024,Merger/Acquisition,"""San Leandro, CA""",dark heart nursery,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dashworks,01-May-2025,Merger/Acquisition,"""San Francisco, CA""",dashworks,,Wikidata,NONE,70,NO_MATCH,Q135235211,Dashworks,hq=united states
Data Legal Drive,03-Dec-2024,Merger/Acquisition,"""Paris, France""",data legal drive,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Data Mechanics,18-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",data mechanics,,Wikidata,NONE,45,NO_MATCH,Q30846467,Data Mechanics and Coupling Geometry on Binary Bipartite Networks,"hq=united states; desc=scientific article published on August 29, 2014"
Datacoral,01-Jun-2021,Merger/Acquisition,"""San Francisco, CA""",datacoral,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
DataFleets,17-Feb-2021,Merger/Acquisition,"""Palo Alto, CA""",datafleets,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dataseat,30-Apr-2022,Merger/Acquisition,"""London, United Kingdom""",dataseat,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Datasmoothie,20-Jan-2024,Merger/Acquisition,"""London, United Kingdom""",datasmoothie,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Datavolo,25-Nov-2024,Merger/Acquisition,"""Peoria, AZ""",datavolo,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Datorium,11-Jan-2022,Merger/Acquisition,"""Palo Alto, CA""",datorium,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q111308816|Q25383652.json
Datrix (MIL: DATA),03-Dec-2021,IPO,"""Milan, Italy""",datrix,,Wikidata,NONE,45,NO_MATCH,Q110511363,Datrix ™ source code model and its interchange format,hq=italy; desc=scientific article
Datum Solutions,01-Jul-2022,Merger/Acquisition,"""Indianapolis, IN""",datum solutions,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dave (NAS: DAVE),05-Jan-2022,Reverse Merger,"""Los Angeles, CA""",dave,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q16275316|Q936507|Q37166968|Q27909736|Q1173081.json
