company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,source,confidence,score,status,wikidata_id,wikidata_label,notes
DAVO Technologies,20-Apr-2021,Merger/Acquisition,"""Westbrook, ME""",davo technologies,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Day One Biopharmaceuticals (NAS: DAWN),27-May-2021,IPO,"""Brisbane, CA""",day one biopharmaceuticals,2018,Wikidata,MEDIUM,65,REVIEW,Q138859859,Day One Biopharmaceuticals (United States),"hq=united states; aliases=Day One|Day One Biopharmaceuticals|Day One Biopharmaceuticals, Inc.; desc=company in Brisbane, United States"
Day Zero Diagnostics,13-Jun-2025,Merger/Acquisition,"""Watertown, MA""",day zero diagnostics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
DaytoDay,19-Jan-2022,Merger/Acquisition,"""Boston, MA""",daytoday,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Decibel Insight,12-Mar-2021,Merger/Acquisition,"""Altrincham, United Kingdom""",decibel insight,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Decibel Therapeutics,12-Feb-2021,IPO,"""Boston, MA""",decibel therapeutics,,Wikidata,NONE,45,NO_MATCH,Q120196917,Decibel Therapeutics’ Novel Therapy Protects Patients From Cisplatin-Induced Ototoxicity,hq=united states; desc=scientific article published in 2022
Decipher Urologic Cancers,12-Mar-2021,Merger/Acquisition,"""San Diego, CA""",decipher urologic cancers,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Deciphera Pharmaceuticals,11-Jun-2024,Merger/Acquisition,"""Waltham, MA""",deciphera pharmaceuticals,2003,Wikidata,LOW,45,REVIEW,Q104480282,Deciphera Pharmaceuticals (United States),"hq=united states; desc=company in Waltham, United States"
Deck (Media and Information Services B2B),30-Nov-2022,Merger/Acquisition,"""Washington, DC""",deck (media and information services b2b),,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Decoy Biosystems,03-Aug-2021,Merger/Acquisition,"""San Diego, CA""",decoy biosystems,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dedrone,02-Oct-2024,Merger/Acquisition,"""Sterling, VA""",dedrone,,Wikidata,NONE,70,NO_MATCH,Q115519264,Dedrone Holdings,hq=united states; desc=US counter-drone technology company
Deep 6 AI,11-Mar-2025,Merger/Acquisition,"""Pasadena, CA""",deep 6 ai,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Deep Reason,19-Nov-2021,Merger/Acquisition,"""Oxford, United Kingdom""",deep reason,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q122638143|Q129193075.json
Deep Trekker,14-Apr-2022,Merger/Acquisition,"""Kitchener, Canada""",deep trekker,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
DeepSea,14-Jul-2023,Merger/Acquisition,"""Athens, Greece""",deepsea,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q122341463|Q22712980|Q135047619|Q122820900|Q306261.json
Defence Holdings (LON: ALRT),15-Oct-2024,Merger/Acquisition,"""London, United Kingdom""",defence,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Defensor Group,29-Aug-2025,Buyout/LBO,"""Stockholm, Sweden""",defensor,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
DeFi Development (NAS: DFDV),26-Jul-2023,IPO,"""Boca Raton, FL""",defi development,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Delic Labs,27-May-2021,Merger/Acquisition,"""Vancouver, Canada""",delic labs,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Deliveroo,31-Mar-2021,IPO,"""London, United Kingdom""",deliveroo,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q22000919|Q106642139|Q106642175|Q114972310|Q120794343.json
Deliverr,08-Jul-2022,Merger/Acquisition,"""San Francisco, CA""",deliverr,,Wikidata,NONE,70,NO_MATCH,Q104881985,Deliverr,hq=united states; desc=e-commerce fulfillment company
Della,22-Dec-2022,Merger/Acquisition,"""London, United Kingdom""",della,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q20888797|Q37220618|Q5254153|Q25713010|Q110228093.json
Delphai,03-Apr-2024,Merger/Acquisition,"""Berlin, Germany""",delphai,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Delphi Genetics,25-Feb-2021,Merger/Acquisition,"""Charleroi, Belgium""",delphi genetics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
DeltaTek Global,08-Feb-2023,Merger/Acquisition,"""Aberdeen, United Kingdom""",deltatek global,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Demolish Games (WAR: DGS),24-Aug-2023,IPO,"""Warsaw, Poland""",demolish games,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Demyst,11-Apr-2025,Merger/Acquisition,"""New York, NY""",demyst,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q110549106|Q60186267|Q63441683|Q19014640|Q106643118.json
Depop,11-Jul-2021,Merger/Acquisition,"""Bristol, United Kingdom""",depop,,Wikidata,ERROR,0,ERROR,,,HTTP 404 for https://www.wikidata.org/wiki/Special:EntityData/Q24900594|Q284137|Q646147|Q124064803|Q135076100.json
Deporvillage,14-Oct-2022,Merger/Acquisition,"""Barcelona, Spain""",deporvillage,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Depositphotos,01-Oct-2021,Merger/Acquisition,"""New York, NY""",depositphotos,2009-11-04,Wikidata,MEDIUM,70,REVIEW,Q15991709,Depositphotos,hq=united states; desc=American company
Dermata Therapeutics (NAS: DRMA),13-Aug-2021,IPO,"""San Diego, CA""",dermata therapeutics,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Dermicus,01-Feb-2025,Merger/Acquisition,"""Gothenburg, Sweden""",dermicus,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Deseret Wellness,10-Apr-2023,Merger/Acquisition,"""Provo, UT""",deseret wellness,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
